data,time1,time2,result
10/07/2003,"Criciúma","AtléticoMG",V
12/07/2003,"AtléticoPR","Goiás",E
12/07/2003,"Fortaleza","Internacional",V
12/07/2003,"Vasco","Paysandu",D
13/07/2003,"AtléticoMG","Flamengo",V
13/07/2003,"Corinthians","Coritiba",D
13/07/2003,"Criciúma","Juventude",V
13/07/2003,"Figueirense","Paraná",V
13/07/2003,"Fluminense","SãoPaulo",D
13/07/2003,"Grêmio","Cruzeiro",D
13/07/2003,"PontePreta","Bahia",V
13/07/2003,"SãoCaetano","Guarani",D
13/07/2003,"Vitória","Santos",V
16/07/2003,"Bahia","SãoCaetano",E
16/07/2003,"Coritiba","Fluminense",V
16/07/2003,"Cruzeiro","Vasco",V
16/07/2003,"Flamengo","Fortaleza",D
16/07/2003,"Goiás","Corinthians",E
16/07/2003,"Guarani","Vitória",E
16/07/2003,"Internacional","AtléticoMG",E
16/07/2003,"Juventude","Figueirense",D
16/07/2003,"Santos","PontePreta",V
17/07/2003,"Paysandu","Grêmio",E
17/07/2003,"SãoPaulo","AtléticoPR",V
19/07/2003,"Corinthians","Guarani",V
19/07/2003,"Fluminense","Santos",D
19/07/2003,"Fortaleza","AtléticoMG",V
19/07/2003,"Internacional","Figueirense",V
20/07/2003,"Juventude","Paysandu",V
20/07/2003,"AtléticoPR","Bahia",V
20/07/2003,"Criciúma","Flamengo",V
20/07/2003,"Cruzeiro","Paraná",V
20/07/2003,"Goiás","SãoCaetano",V
20/07/2003,"PontePreta","Coritiba",E
20/07/2003,"Vasco","Grêmio",V
20/07/2003,"Vitória","SãoPaulo",D
23/07/2003,"AtléticoMG","Juventude",V
23/07/2003,"Bahia","Corinthians",E
23/07/2003,"Figueirense","Vasco",E
23/07/2003,"Guarani","AtléticoPR",V
23/07/2003,"Paraná","Fortaleza",V
23/07/2003,"Paysandu","Cruzeiro",V
23/07/2003,"Santos","Goiás",E
24/07/2003,"Coritiba","Vitória",E
24/07/2003,"Flamengo","Internacional",V
24/07/2003,"Grêmio","Criciúma",D
24/07/2003,"SãoCaetano","Fluminense",V
24/07/2003,"SãoPaulo","PontePreta",D
26/07/2003,"AtléticoPR","Paysandu",E
26/07/2003,"Goiás","AtléticoMG",E
26/07/2003,"Santos","Vasco",V
27/07/2003,"Corinthians","Grêmio",V
27/07/2003,"Criciúma","Coritiba",D
27/07/2003,"Cruzeiro","Bahia",V
27/07/2003,"Flamengo","SãoPaulo",E
27/07/2003,"Fortaleza","PontePreta",D
27/07/2003,"Guarani","Figueirense",V
27/07/2003,"Internacional","SãoCaetano",E
27/07/2003,"Juventude","Fluminense",V
27/07/2003,"Vitória","Paraná",D
30/07/2003,"AtléticoPR","Santos",D
30/07/2003,"Goiás","PontePreta",E
31/07/2003,"Paraná","Criciúma",V
02/08/2003,"Fluminense","Cruzeiro",E
02/08/2003,"Grêmio","Santos",V
02/08/2003,"SãoCaetano","Juventude",E
02/08/2003,"SãoPaulo","Internacional",D
03/08/2003,"AtléticoMG","Vitória",V
03/08/2003,"Bahia","Criciúma",E
03/08/2003,"Coritiba","Fortaleza",E
03/08/2003,"Figueirense","Goiás",D
03/08/2003,"Paraná","Corinthians",E
03/08/2003,"Paysandu","Guarani",V
03/08/2003,"PontePreta","Flamengo",E
03/08/2003,"Vasco","AtléticoPR",V
06/08/2003,"AtléticoPR","Paraná",V
06/08/2003,"Criciúma","SãoCaetano",D
06/08/2003,"Cruzeiro","SãoPaulo",E
06/08/2003,"Fortaleza","Fluminense",V
06/08/2003,"Goiás","Vasco",V
06/08/2003,"Juventude","PontePreta",E
06/08/2003,"Santos","AtléticoMG",E
06/08/2003,"Vitória","Paysandu",E
07/08/2003,"Corinthians","Figueirense",D
07/08/2003,"Flamengo","Bahia",V
07/08/2003,"Guarani","Grêmio",V
07/08/2003,"Internacional","Coritiba",V
09/08/2003,"Fluminense","Criciúma",E
09/08/2003,"Paraná","Santos",D
09/08/2003,"SãoCaetano","Cruzeiro",V
09/08/2003,"SãoPaulo","Juventude",V
10/08/2003,"AtléticoMG","Corinthians",D
10/08/2003,"Bahia","Fortaleza",V
10/08/2003,"Coritiba","Flamengo",V
10/08/2003,"Figueirense","Vitória",D
10/08/2003,"Grêmio","AtléticoPR",E
10/08/2003,"Paysandu","Goiás",E
10/08/2003,"PontePreta","Internacional",D
10/08/2003,"Vasco","Guarani",E
16/08/2003,"AtléticoMG","AtléticoPR",D
16/08/2003,"Bahia","Internacional",D
16/08/2003,"Coritiba","Juventude",V
16/08/2003,"Figueirense","Santos",V
16/08/2003,"SãoPaulo","Criciúma",E
16/08/2003,"Vasco","Vitória",V
17/08/2003,"Fluminense","Flamengo",D
17/08/2003,"Grêmio","Goiás",D
17/08/2003,"Paraná","Guarani",E
17/08/2003,"Paysandu","Corinthians",E
17/08/2003,"PontePreta","Cruzeiro",D
17/08/2003,"SãoCaetano","Fortaleza",V
20/08/2003,"AtléticoPR","Figueirense",D
20/08/2003,"Corinthians","Vasco",E
20/08/2003,"Cruzeiro","Coritiba",E
20/08/2003,"Flamengo","SãoCaetano",V
20/08/2003,"Fortaleza","SãoPaulo",D
20/08/2003,"Goiás","Paraná",V
20/08/2003,"Juventude","Bahia",V
20/08/2003,"Santos","Paysandu",V
20/08/2003,"Vitória","Grêmio",V
21/08/2003,"Guarani","AtléticoMG",E
21/08/2003,"Criciúma","PontePreta",V
21/08/2003,"Internacional","Fluminense",D
23/08/2003,"AtléticoPR","Fortaleza",V
23/08/2003,"Goiás","Cruzeiro",V
23/08/2003,"Grêmio","SãoCaetano",E
23/08/2003,"Santos","Flamengo",V
24/08/2003,"AtléticoMG","Bahia",V
24/08/2003,"Corinthians","Internacional",V
24/08/2003,"Figueirense","Coritiba",D
24/08/2003,"Guarani","Criciúma",V
24/08/2003,"Paraná","Fluminense",V
24/08/2003,"Paysandu","PontePreta",V
24/08/2003,"Vasco","SãoPaulo",V
24/08/2003,"Vitória","Juventude",V
30/08/2003,"Cruzeiro","Guarani",V
30/08/2003,"Fluminense","Grêmio",V
30/08/2003,"Fortaleza","Santos",E
30/08/2003,"Internacional","Vitória",D
30/08/2003,"SãoPaulo","Paysandu",V
31/08/2003,"Bahia","Paraná",V
31/08/2003,"Coritiba","AtléticoMG",E
31/08/2003,"Criciúma","AtléticoPR",V
31/08/2003,"Flamengo","Corinthians",V
31/08/2003,"Juventude","Goiás",D
31/08/2003,"PontePreta","Figueirense",E
31/08/2003,"SãoCaetano","Vasco",V
13/09/2003,"AtléticoPR","Cruzeiro",D
13/09/2003,"Corinthians","Fortaleza",V
13/09/2003,"Grêmio","Bahia",E
13/09/2003,"Santos","Criciúma",V
14/09/2003,"AtléticoMG","PontePreta",V
14/09/2003,"Figueirense","SãoPaulo",E
14/09/2003,"Goiás","Internacional",V
14/09/2003,"Guarani","Juventude",V
14/09/2003,"Paraná","Coritiba",D
14/09/2003,"Paysandu","SãoCaetano",V
14/09/2003,"Vasco","Fluminense",V
14/09/2003,"Vitória","Flamengo",V
20/09/2003,"Coritiba","Grêmio",V
20/09/2003,"Cruzeiro","Santos",V
20/09/2003,"PontePreta","Paraná",V
20/09/2003,"Fluminense","Paysandu",E
20/09/2003,"Internacional","Guarani",V
21/09/2003,"Bahia","Vasco",V
21/09/2003,"Criciúma","Corinthians",V
21/09/2003,"Flamengo","Goiás",E
21/09/2003,"Fortaleza","Vitória",V
21/09/2003,"Juventude","AtléticoPR",V
21/09/2003,"SãoCaetano","Figueirense",D
21/09/2003,"SãoPaulo","AtléticoMG",E
24/09/2003,"Goiás","Fortaleza",D
24/09/2003,"Paysandu","Bahia",V
24/09/2003,"Vitória","Criciúma",E
24/09/2003,"Grêmio","PontePreta",E
24/09/2003,"AtléticoPR","Internacional",V
24/09/2003,"Santos","Juventude",E
24/09/2003,"Guarani","Flamengo",V
24/09/2003,"Paraná","SãoPaulo",V
24/09/2003,"Corinthians","Cruzeiro",D
25/09/2003,"AtléticoMG","SãoCaetano",V
25/09/2003,"Figueirense","Fluminense",E
25/09/2003,"Vasco","Coritiba",V
27/09/2003,"Flamengo","AtléticoPR",V
27/09/2003,"Internacional","Santos",V
27/09/2003,"SãoPaulo","Grêmio",V
28/09/2003,"Bahia","Figueirense",E
28/09/2003,"Coritiba","Paysandu",V
28/09/2003,"Criciúma","Goiás",V
28/09/2003,"Cruzeiro","Vitória",V
28/09/2003,"Fluminense","AtléticoMG",D
28/09/2003,"Fortaleza","Guarani",V
28/09/2003,"Juventude","Corinthians",V
28/09/2003,"PontePreta","Vasco",E
28/09/2003,"SãoCaetano","Paraná",V
04/10/2003,"AtléticoPR","Fluminense",E
04/10/2003,"Paysandu","Internacional",E
04/10/2003,"Grêmio","Figueirense",V
04/10/2003,"SãoCaetano","PontePreta",V
04/10/2003,"SãoPaulo","Santos",D
05/10/2003,"Vitória","Corinthians",D
05/10/2003,"Flamengo","Paraná",D
05/10/2003,"Goiás","Bahia",V
05/10/2003,"AtléticoMG","Vasco",V
05/10/2003,"Juventude","Fortaleza",E
05/10/2003,"Criciúma","Cruzeiro",D
05/10/2003,"Guarani","Coritiba",V
08/10/2003,"Cruzeiro","Flamengo",V
08/10/2003,"Coritiba","Goiás",V
08/10/2003,"Bahia","SãoPaulo",V
08/10/2003,"Santos","Guarani",E
08/10/2003,"PontePreta","AtléticoPR",E
08/10/2003,"Fortaleza","Grêmio",E
08/10/2003,"Vasco","Juventude",E
08/10/2003,"Corinthians","SãoCaetano",D
09/10/2003,"Fluminense","Vitória",V
09/10/2003,"Paraná","Paysandu",V
09/10/2003,"Figueirense","AtléticoMG",D
09/10/2003,"Internacional","Criciúma",V
11/10/2003,"SãoCaetano","Santos",E
11/10/2003,"AtléticoPR","Coritiba",V
11/10/2003,"Guarani","PontePreta",D
12/10/2003,"Vitória","Bahia",V
12/10/2003,"Flamengo","Vasco",V
12/10/2003,"Goiás","Fluminense",V
12/10/2003,"SãoPaulo","Corinthians",V
12/10/2003,"AtléticoMG","Cruzeiro",D
12/10/2003,"Internacional","Grêmio",D
12/10/2003,"Juventude","Paraná",E
12/10/2003,"Figueirense","Criciúma",V
15/10/2003,"Paysandu","Fortaleza",V
18/10/2003,"Coritiba","Bahia",V
18/10/2003,"Grêmio","AtléticoMG",E
18/10/2003,"Flamengo","Paysandu",V
18/10/2003,"Goiás","SãoPaulo",V
18/10/2003,"Guarani","Fluminense",V
19/10/2003,"Corinthians","PontePreta",V
19/10/2003,"Santos","AtléticoPR",V
19/10/2003,"Paraná","Internacional",V
19/10/2003,"Criciúma","Vasco",V
19/10/2003,"Fortaleza","Figueirense",E
19/10/2003,"Vitória","SãoCaetano",E
19/10/2003,"Cruzeiro","Juventude",D
22/10/2003,"SãoCaetano","Coritiba",V
22/10/2003,"Figueirense","Flamengo",E
22/10/2003,"Fluminense","Corinthians",V
22/10/2003,"PontePreta","Goiás",D
22/10/2003,"Bahia","Santos",D
22/10/2003,"AtléticoPR","Vitória",D
22/10/2003,"Internacional","Cruzeiro",V
23/10/2003,"Paysandu","Criciúma",V
23/10/2003,"AtléticoMG","Paraná",E
23/10/2003,"Juventude","Grêmio",D
23/10/2003,"Vasco","Fortaleza",E
23/10/2003,"SãoPaulo","Guarani",E
25/10/2003,"Bahia","Fluminense",E
25/10/2003,"Cruzeiro","Figueirense",V
25/10/2003,"Coritiba","Santos",D
25/10/2003,"PontePreta","Vitória",E
26/10/2003,"Paysandu","AtléticoMG",V
26/10/2003,"Paraná","Vasco",E
26/10/2003,"Flamengo","Grêmio",V
26/10/2003,"Corinthians","AtléticoPR",D
26/10/2003,"SãoCaetano","SãoPaulo",D
26/10/2003,"Criciúma","Fortaleza",E
26/10/2003,"Internacional","Juventude",E
26/10/2003,"Goiás","Guarani",V
01/11/2003,"Guarani","Bahia",V
01/11/2003,"AtléticoPR","SãoCaetano",V
01/11/2003,"Grêmio","Paraná",D
01/11/2003,"Fluminense","PontePreta",E
01/11/2003,"AtléticoMG","Criciúma",E
02/11/2003,"SãoPaulo","Coritiba",V
02/11/2003,"Fortaleza","Cruzeiro",D
02/11/2003,"Vasco","Internacional",D
02/11/2003,"Figueirense","Paysandu",V
02/11/2003,"Vitória","Goiás",D
02/11/2003,"Santos","Corinthians",V
02/11/2003,"Juventude","Flamengo",E
05/11/2003,"Paysandu","Vasco",D
05/11/2003,"Juventude","Criciúma",V
05/11/2003,"SãoPaulo","Fluminense",V
05/11/2003,"Coritiba","Corinthians",V
05/11/2003,"Santos","Vitória",V
05/11/2003,"Cruzeiro","Grêmio",V
05/11/2003,"Internacional","Fortaleza",E
05/11/2003,"Paraná","Figueirense",E
06/11/2003,"Guarani","SãoCaetano",D
06/11/2003,"Bahia","PontePreta",V
06/11/2003,"Goiás","AtléticoPR",V
06/11/2003,"Flamengo","AtléticoMG",V
08/11/2003,"Fluminense","Coritiba",V
08/11/2003,"Criciúma","Paraná",D
08/11/2003,"Grêmio","Paysandu",V
09/11/2003,"PontePreta","Santos",D
09/11/2003,"Vitória","Guarani",E
09/11/2003,"Figueirense","Juventude",V
09/11/2003,"Fortaleza","Flamengo",V
09/11/2003,"Vasco","Cruzeiro",D
09/11/2003,"Corinthians","Goiás",V
09/11/2003,"AtléticoPR","SãoPaulo",V
09/11/2003,"AtléticoMG","Internacional",D
09/11/2003,"SãoCaetano","Bahia",V
22/11/2003,"AtléticoMG","Fortaleza",V
22/11/2003,"Coritiba","PontePreta",E
22/11/2003,"Figueirense","Internacional",V
22/11/2003,"Flamengo","Criciúma",V
22/11/2003,"Grêmio","Vasco",V
23/11/2003,"Santos","Fluminense",V
23/11/2003,"SãoPaulo","Vitória",V
23/11/2003,"Paraná","Cruzeiro",D
23/11/2003,"SãoCaetano","Goiás",V
23/11/2003,"Guarani","Corinthians",D
23/11/2003,"Paysandu","Juventude",V
23/11/2003,"Bahia","AtléticoPR",D
29/11/2003,"Vasco","Figueirense",V
29/11/2003,"Juventude","AtléticoMG",V
29/11/2003,"Fluminense","SãoCaetano",V
29/11/2003,"Internacional","Flamengo",V
29/11/2003,"AtléticoPR","Guarani",V
30/11/2003,"Cruzeiro","Paysandu",V
30/11/2003,"Corinthians","Bahia",D
30/11/2003,"Goiás","Santos",V
30/11/2003,"PontePreta","SãoPaulo",D
30/11/2003,"Fortaleza","Paraná",V
30/11/2003,"Vitória","Coritiba",V
30/11/2003,"Criciúma","Grêmio",D
06/12/2003,"Vitória","AtléticoMG",D
06/12/2003,"AtléticoPR","Vasco",E
06/12/2003,"Goiás","Figueirense",D
06/12/2003,"Corinthians","Paraná",E
07/12/2003,"Cruzeiro","Fluminense",V
07/12/2003,"Guarani","Paysandu",V
07/12/2003,"Fortaleza","Coritiba",E
07/12/2003,"Internacional","SãoPaulo",E
07/12/2003,"Flamengo","PontePreta",E
07/12/2003,"Criciúma","Bahia",V
07/12/2003,"Santos","Grêmio",E
07/12/2003,"Juventude","SãoCaetano",V
13/12/2003,"AtléticoMG","Goiás",V
13/12/2003,"Paraná","Vitória",V
13/12/2003,"SãoCaetano","Internacional",V
13/12/2003,"Coritiba","Criciúma",V
13/12/2003,"Figueirense","Guarani",V
14/12/2003,"SãoPaulo","Flamengo",D
14/12/2003,"Vasco","Santos",E
14/12/2003,"Fluminense","Juventude",V
14/12/2003,"Grêmio","Corinthians",V
14/12/2003,"Paysandu","AtléticoPR",E
14/12/2003,"PontePreta","Fortaleza",V
14/12/2003,"Bahia","Cruzeiro",D
21/04/2004,"Botafogo","Goiás",D
21/04/2004,"Figueirense","Internacional",V
21/04/2004,"SãoCaetano","Vitória",V
21/04/2004,"Cruzeiro","Juventude",V
21/04/2004,"Palmeiras","AtléticoMG",E
21/04/2004,"Grêmio","Flamengo",E
21/04/2004,"PontePreta","Corinthians",V
21/04/2004,"Paraná","Santos",V
22/04/2004,"Coritiba","Guarani",V
22/04/2004,"Vasco","Criciúma",D
22/04/2004,"Paysandu","Fluminense",E
22/04/2004,"SãoPaulo","AtléticoPR",V
24/04/2004,"Flamengo","PontePreta",E
24/04/2004,"Goiás","Cruzeiro",E
24/04/2004,"Juventude","Grêmio",E
25/04/2004,"Internacional","Palmeiras",V
25/04/2004,"AtléticoMG","Vasco",E
25/04/2004,"Fluminense","Coritiba",E
25/04/2004,"Corinthians","Paysandu",V
25/04/2004,"Guarani","SãoCaetano",E
25/04/2004,"AtléticoPR","Figueirense",D
25/04/2004,"Vitória","Paraná",V
25/04/2004,"Criciúma","SãoPaulo",E
25/04/2004,"Santos","Botafogo",V
28/04/2004,"Botafogo","AtléticoMG",E
28/04/2004,"Coritiba","Internacional",E
28/04/2004,"Cruzeiro","Criciúma",E
28/04/2004,"Paysandu","AtléticoPR",D
28/04/2004,"PontePreta","Goiás",V
28/04/2004,"Figueirense","Santos",V
28/04/2004,"Grêmio","Corinthians",V
28/04/2004,"SãoPaulo","Fluminense",V
29/04/2004,"Vasco","Guarani",D
29/04/2004,"Paraná","Flamengo",V
29/04/2004,"Palmeiras","Vitória",E
01/05/2004,"AtléticoMG","PontePreta",D
01/05/2004,"Criciúma","Botafogo",V
01/05/2004,"Goiás","Grêmio",V
01/05/2004,"Internacional","Paysandu",V
02/05/2004,"AtléticoPR","Coritiba",E
02/05/2004,"Corinthians","Palmeiras",D
02/05/2004,"Flamengo","SãoCaetano",E
02/05/2004,"Fluminense","Vasco",V
02/05/2004,"Guarani","SãoPaulo",D
02/05/2004,"Juventude","Paraná",V
02/05/2004,"Santos","Cruzeiro",D
02/05/2004,"Vitória","Figueirense",V
08/05/2004,"Guarani","AtléticoPR",E
08/05/2004,"Palmeiras","PontePreta",V
08/05/2004,"Paraná","Cruzeiro",V
08/05/2004,"Vasco","Grêmio",E
08/05/2004,"Santos","Juventude",V
08/05/2004,"SãoCaetano","Criciúma",V
09/05/2004,"AtléticoMG","Corinthians",E
09/05/2004,"Botafogo","Paysandu",E
09/05/2004,"Coritiba","SãoPaulo",D
09/05/2004,"Goiás","Figueirense",V
09/05/2004,"Internacional","Fluminense",E
09/05/2004,"Vitória","Flamengo",V
15/05/2004,"AtléticoPR","Santos",V
15/05/2004,"Paysandu","Vasco",D
16/05/2004,"Corinthians","Guarani",V
16/05/2004,"Fluminense","Vitória",V
16/05/2004,"Criciúma","Goiás",V
16/05/2004,"Cruzeiro","Palmeiras",V
16/05/2004,"Figueirense","SãoCaetano",V
16/05/2004,"Flamengo","Internacional",D
16/05/2004,"Grêmio","Botafogo",E
16/05/2004,"Juventude","AtléticoMG",E
16/05/2004,"PontePreta","Coritiba",E
16/05/2004,"SãoPaulo","Paraná",E
22/05/2004,"Botafogo","Figueirense",E
22/05/2004,"Coritiba","AtléticoMG",D
22/05/2004,"Internacional","Goiás",V
22/05/2004,"Paysandu","Grêmio",D
23/05/2004,"Corinthians","AtléticoPR",D
23/05/2004,"Criciúma","Vitória",V
23/05/2004,"Cruzeiro","SãoPaulo",V
23/05/2004,"Flamengo","Fluminense",D
23/05/2004,"Juventude","Guarani",V
23/05/2004,"Paraná","PontePreta",D
23/05/2004,"Santos","Palmeiras",D
23/05/2004,"SãoCaetano","Vasco",V
29/05/2004,"Fluminense","Criciúma",E
29/05/2004,"Palmeiras","Coritiba",V
29/05/2004,"PontePreta","Juventude",D
29/05/2004,"Vitória","Internacional",V
29/05/2004,"Figueirense","Paysandu",E
30/05/2004,"AtléticoMG","Santos",E
30/05/2004,"AtléticoPR","Cruzeiro",V
30/05/2004,"Goiás","Flamengo",E
30/05/2004,"Grêmio","SãoCaetano",D
30/05/2004,"Guarani","Paraná",V
30/05/2004,"SãoPaulo","Corinthians",E
30/05/2004,"Vasco","Botafogo",V
12/06/2004,"Fluminense","Guarani",E
12/06/2004,"Internacional","AtléticoMG",V
12/06/2004,"Paraná","Botafogo",E
12/06/2004,"SãoPaulo","Grêmio",V
13/06/2004,"Coritiba","SãoCaetano",V
13/06/2004,"Criciúma","Juventude",V
13/06/2004,"Cruzeiro","Paysandu",V
13/06/2004,"Flamengo","AtléticoPR",V
13/06/2004,"Goiás","Corinthians",E
13/06/2004,"Palmeiras","Vasco",E
13/06/2004,"PontePreta","Figueirense",D
13/06/2004,"Vitória","Santos",D
19/06/2004,"AtléticoPR","Vitória",D
19/06/2004,"Figueirense","Cruzeiro",E
19/06/2004,"Grêmio","Coritiba",E
19/06/2004,"Vasco","Paraná",E
20/06/2004,"AtléticoMG","Fluminense",V
20/06/2004,"Botafogo","PontePreta",D
20/06/2004,"Corinthians","Flamengo",E
20/06/2004,"Guarani","Criciúma",V
20/06/2004,"Juventude","Goiás",E
20/06/2004,"Paysandu","SãoPaulo",V
20/06/2004,"Santos","Internacional",V
20/06/2004,"SãoCaetano","Palmeiras",E
24/06/2004,"SãoCaetano","Juventude",V
26/06/2004,"Santos","Guarani",V
26/06/2004,"Coritiba","Paraná",E
26/06/2004,"Criciúma","Grêmio",D
26/06/2004,"Flamengo","Figueirense",D
27/06/2004,"AtléticoMG","AtléticoPR",D
27/06/2004,"Botafogo","Fluminense",E
27/06/2004,"Goiás","SãoCaetano",V
27/06/2004,"Internacional","Vasco",D
27/06/2004,"Juventude","Corinthians",V
27/06/2004,"Palmeiras","SãoPaulo",V
27/06/2004,"Paysandu","Vitória",V
27/06/2004,"PontePreta","Cruzeiro",V
03/07/2004,"AtléticoPR","Juventude",V
03/07/2004,"Figueirense","Vasco",E
03/07/2004,"Fluminense","Grêmio",V
03/07/2004,"Guarani","AtléticoMG",E
03/07/2004,"Internacional","Criciúma",V
03/07/2004,"SãoPaulo","PontePreta",V
03/07/2004,"Vitória","Goiás",E
04/07/2004,"Corinthians","Santos",D
04/07/2004,"Cruzeiro","Coritiba",D
04/07/2004,"Flamengo","Paysandu",V
04/07/2004,"Paraná","Palmeiras",D
04/07/2004,"SãoCaetano","Botafogo",D
06/07/2004,"Goiás","Fluminense",V
06/07/2004,"Grêmio","Figueirense",E
06/07/2004,"SãoPaulo","AtléticoMG",V
06/07/2004,"Vasco","Vitória",V
07/07/2004,"Botafogo","Internacional",V
07/07/2004,"Coritiba","Corinthians",D
07/07/2004,"Criciúma","Flamengo",E
07/07/2004,"Cruzeiro","Guarani",V
07/07/2004,"Palmeiras","Juventude",V
07/07/2004,"Paraná","AtléticoPR",V
07/07/2004,"Paysandu","SãoCaetano",E
07/07/2004,"PontePreta","Santos",D
10/07/2004,"AtléticoMG","Cruzeiro",V
10/07/2004,"AtléticoPR","Palmeiras",E
10/07/2004,"Corinthians","Paraná",V
10/07/2004,"Figueirense","Criciúma",V
10/07/2004,"Flamengo","Vasco",D
10/07/2004,"Fluminense","SãoCaetano",V
10/07/2004,"Goiás","Paysandu",V
10/07/2004,"Internacional","Grêmio",V
10/07/2004,"Juventude","Coritiba",V
10/07/2004,"PontePreta","Guarani",V
10/07/2004,"Santos","SãoPaulo",V
10/07/2004,"Vitória","Botafogo",V
13/07/2004,"AtléticoMG","Vitória",E
13/07/2004,"AtléticoPR","Goiás",V
13/07/2004,"Botafogo","Palmeiras",E
13/07/2004,"Corinthians","Criciúma",V
13/07/2004,"Figueirense","Paraná",E
13/07/2004,"Grêmio","Cruzeiro",D
13/07/2004,"Guarani","Internacional",V
13/07/2004,"Juventude","Fluminense",V
13/07/2004,"Paysandu","PontePreta",V
13/07/2004,"Santos","Flamengo",V
13/07/2004,"SãoCaetano","SãoPaulo",E
13/07/2004,"Vasco","Coritiba",D
17/07/2004,"Coritiba","Paysandu",E
17/07/2004,"Criciúma","AtléticoMG",V
17/07/2004,"Cruzeiro","Botafogo",V
17/07/2004,"Flamengo","Juventude",D
17/07/2004,"Fluminense","Santos",V
17/07/2004,"Goiás","Guarani",V
17/07/2004,"Internacional","AtléticoPR",V
17/07/2004,"Palmeiras","Grêmio",V
