time1,time2,rk1,rk2,result
"Vasco","Figueirense",309,325,V
"SãoPaulo","Paysandu",431,180,V
"Paraná","SãoCaetano",309,287,V
"Santos","BotafogoRJ",415,25,V
"Goiás","Portuguesa",344,27,V
"Fluminense","Cruzeiro",340,375,V
"Palmeiras","Grêmio",278,265,E
"AtléticoMG","Corinthians",267,358,D
"Internacional","Flamengo",371,321,D
"Guarani","AtléticoPR",143,345,V
"Coritiba","Vitória",220,141,V
"Bahia","Gama",76,25,V
"Juventude","PontePreta",308,245,V
"AtléticoPR","Bahia",345,76,V
"BotafogoRJ","AtléticoMG",25,267,E
"Corinthians","Internacional",358,371,V
"Cruzeiro","Palmeiras",375,278,E
"Figueirense","Guarani",325,143,E
"Grêmio","Vasco",265,309,V
"PontePreta","Coritiba",245,220,V
"SãoCaetano","Fluminense",287,340,V
"Vitória","Goiás",141,344,V
"Flamengo","Juventude",321,308,E
"Gama","SãoPaulo",25,431,D
"Portuguesa","Paraná",27,309,V
"AtléticoPR","Vasco",345,309,V
"Fluminense","Grêmio",340,265,V
"Internacional","PontePreta",371,245,V
"Bahia","Coritiba",76,220,D
"Cruzeiro","BotafogoRJ",375,25,E
"Flamengo","Goiás",321,344,E
"Gama","Vitória",25,141,V
"Guarani","AtléticoMG",143,267,D
"Juventude","Santos",308,415,V
"Paraná","SãoPaulo",309,431,D
"Portuguesa","Figueirense",27,325,E
"SãoCaetano","Corinthians",287,358,V
"AtléticoMG","Fluminense",267,340,E
"BotafogoRJ","Internacional",25,371,E
"Coritiba","Flamengo",220,321,V
"Goiás","Bahia",344,76,E
"Paysandu","Portuguesa",180,27,D
"Santos","Figueirense",415,325,V
"SãoPaulo","Juventude",431,308,D
"Vitória","AtléticoPR",141,345,E
"Grêmio","Guarani",265,143,D
"Palmeiras","SãoCaetano",278,287,V
"PontePreta","Cruzeiro",245,375,V
"Vasco","Gama",309,25,D
"Figueirense","BotafogoRJ",325,25,D
"Flamengo","Paysandu",321,180,D
"Internacional","SãoPaulo",371,431,E
"Coritiba","Corinthians",220,358,D
"Cruzeiro","Bahia",375,76,V
"Fluminense","Santos",340,415,E
"Goiás","Vasco",344,309,D
"Palmeiras","AtléticoMG",278,267,D
"PontePreta","Grêmio",245,265,E
"Portuguesa","Gama",27,25,V
"Vitória","Juventude",141,308,V
"AtléticoPR","Palmeiras",345,278,V
"Bahia","Figueirense",76,325,D
"Corinthians","Cruzeiro",358,375,E
"Gama","Flamengo",25,321,V
"Guarani","Internacional",143,371,E
"Juventude","Fluminense",308,340,V
"Santos","Paraná",415,309,V
"AtléticoMG","Vitória",267,141,V
"Grêmio","Portuguesa",265,27,E
"SãoPaulo","Goiás",431,344,V
"BotafogoRJ","Gama",25,25,V
"Corinthians","AtléticoPR",358,345,D
"Coritiba","Fluminense",220,340,V
"Internacional","Santos",371,415,V
"AtléticoMG","Portuguesa",267,27,E
"Flamengo","Cruzeiro",321,375,E
"Goiás","Guarani",344,143,D
"Juventude","Vasco",308,309,V
"Paraná","Palmeiras",309,278,V
"PontePreta","SãoCaetano",245,287,D
"SãoPaulo","Grêmio",431,265,V
"Vitória","Paysandu",141,180,V
"AtléticoPR","BotafogoRJ",345,25,V
"Bahia","Paraná",76,309,V
"Cruzeiro","SãoPaulo",375,431,V
"Flamengo","Fluminense",321,340,V
"Gama","PontePreta",25,245,E
"Palmeiras","Coritiba",278,220,E
"Paysandu","Corinthians",180,358,D
"SãoCaetano","Guarani",287,143,V
"Vasco","AtléticoMG",309,267,D
"Portuguesa","Internacional",27,371,D
"Santos","Vitória",415,141,V
"AtléticoMG","PontePreta",267,245,V
"Goiás","BotafogoRJ",344,25,E
"Palmeiras","Gama",278,25,E
"SãoCaetano","SãoPaulo",287,431,V
"Vasco","Coritiba",309,220,V
"Fluminense","Figueirense",340,325,V
"Grêmio","Corinthians",265,358,V
"Guarani","Paysandu",143,180,V
"Juventude","Bahia",308,76,V
"Paraná","Flamengo",309,321,V
"Santos","AtléticoPR",415,345,E
"Vitória","Internacional",141,371,E
"Bahia","Grêmio",76,265,E
"Coritiba","Santos",220,415,V
"Figueirense","Vitória",325,141,D
"Flamengo","AtléticoPR",321,345,V
"Internacional","Palmeiras",371,278,V
"Paysandu","Vasco",180,309,V
"PontePreta","Paraná",245,309,V
"Portuguesa","SãoCaetano",27,287,V
"BotafogoRJ","Juventude",25,308,D
"Corinthians","Goiás",358,344,V
"Cruzeiro","Guarani",375,143,D
"Gama","Fluminense",25,340,D
"Internacional","Figueirense",371,325,D
"Palmeiras","Bahia",278,76,D
"Paraná","AtléticoPR",309,345,E
"Santos","Grêmio",415,265,V
"BotafogoRJ","Vasco",25,309,E
"Coritiba","Goiás",220,344,V
"Cruzeiro","Paysandu",375,180,V
"Guarani","Corinthians",143,358,E
"Juventude","AtléticoMG",308,267,V
"SãoCaetano","Gama",287,25,V
"SãoPaulo","Fluminense",431,340,V
"Vitória","Portuguesa",141,27,V
"AtléticoPR","Gama",345,25,D
"Bahia","SãoPaulo",76,431,V
"Figueirense","Cruzeiro",325,375,V
"Goiás","SãoCaetano",344,287,V
"Paysandu","Coritiba",180,220,E
"PontePreta","Palmeiras",245,278,V
"Portuguesa","BotafogoRJ",27,25,V
"Vasco","Santos",309,415,D
"AtléticoMG","Paraná",267,309,V
"Corinthians","Vitória",358,141,V
"Grêmio","Juventude",265,308,V
"BotafogoRJ","Coritiba",25,220,D
"Figueirense","Palmeiras",325,278,V
"Portuguesa","Cruzeiro",27,375,D
"Santos","Goiás",415,344,E
"AtléticoMG","Flamengo",267,321,D
"AtléticoPR","SãoPaulo",345,431,E
"Corinthians","Paraná",358,309,V
"Grêmio","Vitória",265,141,V
"Guarani","Juventude",143,308,E
"Paysandu","PontePreta",180,245,V
"SãoCaetano","Bahia",287,76,V
"Vasco","Internacional",309,371,E
"Cruzeiro","Vasco",375,309,V
"Fluminense","AtléticoPR",340,345,D
"Internacional","Bahia",371,76,V
"Juventude","Corinthians",308,358,D
"Paraná","Guarani",309,143,D
"PontePreta","Figueirense",245,325,V
"SãoPaulo","AtléticoMG",431,267,D
"Vitória","SãoCaetano",141,287,E
"Coritiba","Portuguesa",220,27,V
"Flamengo","Grêmio",321,265,D
"Gama","Santos",25,415,E
"Palmeiras","Paysandu",278,180,V
"AtléticoPR","SãoCaetano",345,287,D
"Bahia","BotafogoRJ",76,25,D
"Cruzeiro","Juventude",375,308,V
"Fluminense","Guarani",340,143,V
"Internacional","Paraná",371,309,D
"Figueirense","Gama",325,25,V
"Goiás","Grêmio",344,265,V
"Paysandu","AtléticoMG",180,267,V
"PontePreta","Flamengo",245,321,V
"Santos","Palmeiras",415,278,E
"SãoPaulo","Corinthians",431,358,E
"Vasco","Portuguesa",309,27,V
"Flamengo","Bahia",321,76,E
"Gama","Internacional",25,371,E
"Grêmio","Paysandu",265,180,V
"Juventude","Goiás",308,344,V
"Palmeiras","SãoPaulo",278,431,E
"BotafogoRJ","PontePreta",25,245,V
"SãoCaetano","Coritiba",287,220,V
"Vitória","Fluminense",141,340,V
"AtléticoMG","Figueirense",267,325,D
"Corinthians","Santos",358,415,D
"Paraná","Cruzeiro",309,375,E
"BotafogoRJ","SãoCaetano",25,287,E
"Flamengo","SãoPaulo",321,431,D
"Gama","Paysandu",25,180,V
"Goiás","AtléticoPR",344,345,E
"Guarani","Vasco",143,309,D
"Palmeiras","Portuguesa",278,27,V
"Fluminense","Paraná",340,309,V
"Guarani","Gama",143,25,V
"SãoPaulo","Coritiba",431,220,V
"Grêmio","BotafogoRJ",265,25,E
"AtléticoPR","PontePreta",345,245,D
"Corinthians","Figueirense",358,325,E
"Flamengo","SãoCaetano",321,287,V
"Goiás","Palmeiras",344,278,V
"Juventude","Portuguesa",308,27,E
"Paysandu","Bahia",180,76,V
"Santos","AtléticoMG",415,267,V
"Vitória","Cruzeiro",141,375,V
"Figueirense","SãoPaulo",325,431,D
"Palmeiras","Juventude",278,308,E
"Paraná","Vitória",309,141,V
"SãoCaetano","Vasco",287,309,V
"Bahia","AtléticoMG",76,267,V
"BotafogoRJ","Paysandu",25,180,V
"Coritiba","Guarani",220,143,D
"Cruzeiro","Santos",375,415,D
"Gama","Corinthians",25,358,D
"Internacional","Fluminense",371,340,E
"PontePreta","Goiás",245,344,V
"Portuguesa","AtléticoPR",27,345,E
"Bahia","PontePreta",76,245,V
"Coritiba","Grêmio",220,265,E
"Figueirense","AtléticoPR",325,345,V
"Gama","Juventude",25,308,V
"Internacional","Goiás",371,344,D
"Paysandu","Paraná",180,309,V
"SãoPaulo","Santos",431,415,V
"Vasco","Flamengo",309,321,V
"AtléticoMG","SãoCaetano",267,287,V
"BotafogoRJ","Vitória",25,141,D
"Palmeiras","Guarani",278,143,V
"Grêmio","Gama",265,25,V
"Santos","Portuguesa",415,27,D
"Vasco","Paraná",309,309,V
"AtléticoPR","Internacional",345,371,D
"Corinthians","PontePreta",358,245,V
"Cruzeiro","AtléticoMG",375,267,D
"Fluminense","Bahia",340,76,V
"Goiás","Figueirense",344,325,V
"Guarani","SãoPaulo",143,431,D
"Juventude","Coritiba",308,220,V
"SãoCaetano","Paysandu",287,180,V
"Vitória","Flamengo",141,321,D
"Bahia","Vasco",76,309,V
"Corinthians","Palmeiras",358,278,E
"Figueirense","Flamengo",325,321,V
"Fluminense","Goiás",340,344,E
"Paraná","Gama",309,25,V
"Paysandu","Santos",180,415,V
"PontePreta","Vitória",245,141,E
"Portuguesa","Guarani",27,143,V
"SãoCaetano","Cruzeiro",287,375,E
"AtléticoPR","Coritiba",345,220,V
"BotafogoRJ","Fluminense",25,340,D
"Gama","Goiás",25,344,D
"Internacional","Grêmio",371,265,D
"Juventude","Figueirense",308,325,V
"Portuguesa","SãoPaulo",27,431,D
"Santos","Flamengo",415,321,V
"Guarani","PontePreta",143,245,D
"AtléticoMG","Internacional",267,371,V
"Bahia","Santos",76,415,E
"Coritiba","Cruzeiro",220,375,V
"Figueirense","SãoCaetano",325,287,D
"Flamengo","Corinthians",321,358,D
"Grêmio","AtléticoPR",265,345,V
"Palmeiras","BotafogoRJ",278,25,V
"Paysandu","Goiás",180,344,D
"Fluminense","Vasco",340,309,V
"Paraná","Juventude",309,308,V
"SãoPaulo","PontePreta",431,245,V
"Flamengo","BotafogoRJ",321,25,V
"Guarani","Santos",143,415,D
"Internacional","Coritiba",371,220,D
"AtléticoPR","AtléticoMG",345,267,E
"Corinthians","Fluminense",358,340,D
"Cruzeiro","Grêmio",375,265,V
"Goiás","Paraná",344,309,V
"Paysandu","Figueirense",180,325,V
"PontePreta","Portuguesa",245,27,E
"SãoCaetano","Juventude",287,308,V
"Vasco","Palmeiras",309,278,V
"Vitória","Bahia",141,76,V
"AtléticoPR","Paysandu",345,180,V
"Figueirense","Grêmio",325,265,D
"Fluminense","Palmeiras",340,278,D
"Gama","Cruzeiro",25,375,D
"SãoCaetano","Internacional",287,371,E
"SãoPaulo","Vasco",431,309,V
"Vitória","Guarani",141,143,V
"AtléticoMG","Coritiba",267,220,V
"Corinthians","Portuguesa",358,27,V
"Paraná","BotafogoRJ",309,25,V
"Cruzeiro","AtléticoPR",375,345,V
"Grêmio","SãoCaetano",265,287,E
"Paysandu","Fluminense",180,340,V
"Santos","PontePreta",415,245,D
"Vasco","Vitória",309,141,V
"BotafogoRJ","Corinthians",25,358,V
"Coritiba","Paraná",220,309,V
"Goiás","AtléticoMG",344,267,V
"Guarani","Bahia",143,76,E
"Juventude","Internacional",308,371,V
"Portuguesa","Flamengo",27,321,D
"AtléticoMG","Gama",267,25,V
"Bahia","Corinthians",76,358,E
"Coritiba","Figueirense",220,325,D
"Internacional","Cruzeiro",371,375,D
"Juventude","Paysandu",308,180,E
"Palmeiras","Flamengo",278,321,E
"Vasco","PontePreta",309,245,V
"Fluminense","Portuguesa",340,27,V
"Guarani","BotafogoRJ",143,25,V
"Paraná","Grêmio",309,265,E
"SãoPaulo","Vitória",431,141,V
"AtléticoPR","Juventude",345,308,V
"BotafogoRJ","SãoPaulo",25,431,D
"Corinthians","Vasco",358,309,E
"Cruzeiro","Goiás",375,344,V
"Figueirense","Paraná",325,309,E
"Flamengo","Guarani",321,143,E
"Gama","Coritiba",25,220,V
"Grêmio","AtléticoMG",265,267,V
"Paysandu","Internacional",180,371,D
"PontePreta","Fluminense",245,340,D
"Portuguesa","Bahia",27,76,D
"SãoCaetano","Santos",287,415,V
"Vitória","Palmeiras",141,278,V
"Santos","SãoPaulo",415,431,V
"Fluminense","SãoCaetano",340,287,V
"AtléticoMG","Corinthians",267,358,D
"Grêmio","Juventude",265,308,E
"SãoCaetano","Fluminense",287,340,V
"Corinthians","AtléticoMG",358,267,V
"Juventude","Grêmio",308,265,D
"SãoPaulo","Santos",431,415,D
"Santos","Grêmio",415,265,V
"Fluminense","Corinthians",340,358,V
"Grêmio","Santos",265,415,V
"Corinthians","Fluminense",358,340,V
"Santos","Corinthians",415,358,V
"AtléticoPR","Grêmio",345,265,V
"Guarani","Vasco",143,309,V
"Corinthians","AtléticoMG",358,267,D
"Goiás","Paysandu",344,180,E
"Criciúma","Fluminense",110,340,V
"Cruzeiro","SãoCaetano",375,287,E
"Flamengo","Coritiba",321,220,E
"Fortaleza","Bahia",143,76,E
"Internacional","PontePreta",371,245,E
"Juventude","SãoPaulo",308,431,E
"Santos","Paraná",415,309,E
"Vitória","Figueirense",141,325,E
"Fluminense","Fortaleza",340,143,E
"AtléticoMG","Santos",267,415,E
"Grêmio","Guarani",265,143,V
"Coritiba","Internacional",220,371,D
"Bahia","Flamengo",76,321,D
"Vasco","Goiás",309,344,V
"Figueirense","Corinthians",325,358,E
"SãoPaulo","Cruzeiro",431,375,D
"Paysandu","Vitória",180,141,D
"PontePreta","Juventude",245,308,V
"Paraná","AtléticoPR",309,345,V
"SãoCaetano","Criciúma",287,110,V
"Paysandu","Santos",180,415,V
"Internacional","Bahia",371,76,V
"AtléticoPR","AtléticoMG",345,267,D
"Corinthians","Paysandu",358,180,V
"Santos","Figueirense",415,325,V
"Cruzeiro","PontePreta",375,245,V
"Vitória","Vasco",141,309,V
"Flamengo","Fluminense",321,340,V
"Criciúma","SãoPaulo",110,431,E
"Fortaleza","SãoCaetano",143,287,E
"Juventude","Coritiba",308,220,V
"Guarani","Paraná",143,309,V
"Goiás","Grêmio",344,265,E
"SãoCaetano","Flamengo",287,321,E
"Vasco","Corinthians",309,358,E
"Bahia","Juventude",76,308,V
"Grêmio","Vitória",265,141,V
"Coritiba","Cruzeiro",220,375,D
"AtléticoMG","Guarani",267,143,V
"Figueirense","AtléticoPR",325,345,E
"PontePreta","Criciúma",245,110,E
"Fluminense","Internacional",340,371,V
"Paraná","Goiás",309,344,V
"SãoPaulo","Fortaleza",431,143,V
"Flamengo","Santos",321,415,D
"Bahia","AtléticoMG",76,267,D
"SãoCaetano","Grêmio",287,265,E
"SãoPaulo","Vasco",431,309,V
"Fluminense","Paraná",340,309,E
"Cruzeiro","Goiás",375,344,V
"Internacional","Corinthians",371,358,V
"PontePreta","Paysandu",245,180,E
"Fortaleza","AtléticoPR",143,345,V
"Juventude","Vitória",308,141,E
"Criciúma","Guarani",110,143,V
"Coritiba","Figueirense",220,325,V
"AtléticoMG","Coritiba",267,220,D
"Paraná","Bahia",309,76,V
"Guarani","Cruzeiro",143,375,E
"Vitória","Internacional",141,371,D
"Grêmio","Fluminense",265,340,D
"Corinthians","Flamengo",358,321,E
"Vasco","SãoCaetano",309,287,V
"Goiás","Juventude",344,308,V
"Paysandu","SãoPaulo",180,431,V
"Santos","Fortaleza",415,143,V
"AtléticoPR","Criciúma",345,110,V
"Figueirense","PontePreta",325,245,E
"Bahia","Grêmio",76,265,V
"Cruzeiro","AtléticoPR",375,345,V
"Flamengo","Vitória",321,141,V
"Coritiba","Paraná",220,309,V
"Criciúma","Santos",110,415,D
"Fluminense","Vasco",340,309,E
"Fortaleza","Corinthians",143,358,D
"Internacional","Goiás",371,344,V
"Juventude","Guarani",308,143,E
"PontePreta","AtléticoMG",245,267,V
"SãoCaetano","Paysandu",287,180,V
"SãoPaulo","Figueirense",431,325,V
"Corinthians","Criciúma",358,110,V
"Goiás","Flamengo",344,321,E
"Paraná","PontePreta",309,245,V
"Santos","Cruzeiro",415,375,D
"AtléticoMG","SãoPaulo",267,431,E
"AtléticoPR","Juventude",345,308,V
"Figueirense","SãoCaetano",325,287,V
"Grêmio","Coritiba",265,220,V
"Guarani","Internacional",143,371,V
"Paysandu","Fluminense",180,340,E
"Vasco","Bahia",309,76,E
"Vitória","Fortaleza",141,143,V
"Juventude","Santos",308,415,E
"Fluminense","Figueirense",340,325,V
"SãoCaetano","AtléticoMG",287,267,V
"Bahia","Paysandu",76,180,V
"SãoPaulo","Paraná",431,309,V
"Coritiba","Vasco",220,309,E
"Criciúma","Vitória",110,141,E
"Cruzeiro","Corinthians",375,358,E
"Flamengo","Guarani",321,143,E
"Fortaleza","Goiás",143,344,V
"Internacional","AtléticoPR",371,345,E
"PontePreta","Grêmio",245,265,V
"AtléticoMG","Fluminense",267,340,V
"Corinthians","Juventude",358,308,V
"Paraná","SãoCaetano",309,287,E
"Vasco","PontePreta",309,245,V
"AtléticoPR","Flamengo",345,321,V
"Figueirense","Bahia",325,76,V
"Goiás","Criciúma",344,110,D
"Grêmio","SãoPaulo",265,431,D
"Guarani","Fortaleza",143,143,V
"Paysandu","Coritiba",180,220,D
"Santos","Internacional",415,371,V
"Vitória","Cruzeiro",141,375,V
"Coritiba","Guarani",220,143,V
"Cruzeiro","Criciúma",375,110,V
"Fluminense","AtléticoPR",340,345,V
"Internacional","Paysandu",371,180,V
"PontePreta","SãoCaetano",245,287,E
"Bahia","Goiás",76,344,V
"Corinthians","Vitória",358,141,V
"Figueirense","Grêmio",325,265,V
"Fortaleza","Juventude",143,308,V
"Paraná","Flamengo",309,321,V
"Santos","SãoPaulo",415,431,V
"Vasco","AtléticoMG",309,267,E
"AtléticoMG","Figueirense",267,325,E
"Grêmio","Fortaleza",265,143,V
"Guarani","Santos",143,415,D
"Vitória","Fluminense",141,340,V
"AtléticoPR","PontePreta",345,245,V
"Criciúma","Internacional",110,371,V
"Goiás","Coritiba",344,220,D
"Juventude","Vasco",308,309,E
"Paysandu","Paraná",180,309,V
"SãoCaetano","Corinthians",287,358,V
"SãoPaulo","Bahia",431,76,E
"Fluminense","Goiás",340,344,D
"PontePreta","Guarani",245,143,D
"Coritiba","AtléticoPR",220,345,V
"Bahia","Vitória",76,141,V
"Corinthians","SãoPaulo",358,431,D
"Criciúma","Figueirense",110,325,V
"Cruzeiro","AtléticoMG",375,267,E
"Fortaleza","Paysandu",143,180,D
"Grêmio","Internacional",265,371,E
"Paraná","Juventude",309,308,D
"Santos","SãoCaetano",415,287,D
"Vasco","Flamengo",309,321,D
"Flamengo","Cruzeiro",321,375,V
"Bahia","Coritiba",76,220,E
"AtléticoMG","Grêmio",267,265,V
"SãoPaulo","Goiás",431,344,V
"Vasco","Criciúma",309,110,V
"Internacional","Paraná",371,309,V
"Figueirense","Fortaleza",325,143,E
"Fluminense","Guarani",340,143,V
"Juventude","Cruzeiro",308,375,D
"Paysandu","Flamengo",180,321,E
"PontePreta","Corinthians",245,358,E
"SãoCaetano","Vitória",287,141,V
"Coritiba","SãoCaetano",220,287,V
"Flamengo","Figueirense",321,325,D
"Fortaleza","Vasco",143,309,D
"Grêmio","Juventude",265,308,D
"Santos","Bahia",415,76,V
"Corinthians","Fluminense",358,340,V
"Criciúma","Paysandu",110,180,V
"Cruzeiro","Internacional",375,371,V
"Guarani","SãoPaulo",143,431,D
"Paraná","AtléticoMG",309,267,E
"Vitória","AtléticoPR",141,345,V
"Vasco","Paraná",309,309,D
"SãoPaulo","SãoCaetano",431,287,E
"AtléticoMG","Paysandu",267,180,V
"Figueirense","Cruzeiro",325,375,V
"Juventude","Internacional",308,371,E
"Grêmio","Flamengo",265,321,V
"Fluminense","Bahia",340,76,V
"Guarani","Goiás",143,344,V
"AtléticoPR","Corinthians",345,358,V
"Fortaleza","Criciúma",143,110,D
"Vitória","PontePreta",141,245,D
"Santos","Coritiba",415,220,V
"Cruzeiro","Fortaleza",375,143,V
"Bahia","Guarani",76,143,V
"SãoCaetano","AtléticoPR",287,345,E
"Flamengo","Juventude",321,308,V
"Internacional","Vasco",371,309,V
"Goiás","Vitória",344,141,E
"Coritiba","SãoPaulo",220,431,D
"Paysandu","Figueirense",180,325,V
"Corinthians","Santos",358,415,E
"Paraná","Grêmio",309,265,V
"PontePreta","Fluminense",245,340,V
"Criciúma","AtléticoMG",110,267,V
"AtléticoPR","Goiás",345,344,E
"Fortaleza","Internacional",143,371,V
"Vasco","Paysandu",309,180,D
"AtléticoMG","Flamengo",267,321,V
"Corinthians","Coritiba",358,220,D
"Criciúma","Juventude",110,308,V
"Figueirense","Paraná",325,309,V
"Fluminense","SãoPaulo",340,431,D
"Grêmio","Cruzeiro",265,375,D
"PontePreta","Bahia",245,76,V
"SãoCaetano","Guarani",287,143,D
"Vitória","Santos",141,415,V
"Bahia","SãoCaetano",76,287,E
"Coritiba","Fluminense",220,340,V
"Cruzeiro","Vasco",375,309,V
"Flamengo","Fortaleza",321,143,D
"Goiás","Corinthians",344,358,E
"Guarani","Vitória",143,141,E
"Internacional","AtléticoMG",371,267,E
"Juventude","Figueirense",308,325,D
"Santos","PontePreta",415,245,V
"Paysandu","Grêmio",180,265,E
"SãoPaulo","AtléticoPR",431,345,V
"Corinthians","Guarani",358,143,V
"Fluminense","Santos",340,415,D
"Fortaleza","AtléticoMG",143,267,V
"Internacional","Figueirense",371,325,V
"Juventude","Paysandu",308,180,V
"AtléticoPR","Bahia",345,76,V
"Criciúma","Flamengo",110,321,V
"Cruzeiro","Paraná",375,309,V
"Goiás","SãoCaetano",344,287,V
"PontePreta","Coritiba",245,220,E
"Vasco","Grêmio",309,265,V
"Vitória","SãoPaulo",141,431,D
"AtléticoMG","Juventude",267,308,V
"Bahia","Corinthians",76,358,E
"Figueirense","Vasco",325,309,E
"Guarani","AtléticoPR",143,345,V
"Paraná","Fortaleza",309,143,V
"Paysandu","Cruzeiro",180,375,V
"Santos","Goiás",415,344,E
"Coritiba","Vitória",220,141,E
"Flamengo","Internacional",321,371,V
"Grêmio","Criciúma",265,110,D
"SãoCaetano","Fluminense",287,340,V
"SãoPaulo","PontePreta",431,245,D
"AtléticoPR","Paysandu",345,180,E
"Goiás","AtléticoMG",344,267,E
"Santos","Vasco",415,309,V
"Corinthians","Grêmio",358,265,V
"Criciúma","Coritiba",110,220,D
"Cruzeiro","Bahia",375,76,V
"Flamengo","SãoPaulo",321,431,E
"Fortaleza","PontePreta",143,245,D
"Guarani","Figueirense",143,325,V
"Internacional","SãoCaetano",371,287,E
"Juventude","Fluminense",308,340,V
"Vitória","Paraná",141,309,D
"AtléticoPR","Santos",345,415,D
"Goiás","PontePreta",344,245,E
"Paraná","Criciúma",309,110,V
"Fluminense","Cruzeiro",340,375,E
"Grêmio","Santos",265,415,V
"SãoCaetano","Juventude",287,308,E
"SãoPaulo","Internacional",431,371,D
"AtléticoMG","Vitória",267,141,V
"Bahia","Criciúma",76,110,E
"Coritiba","Fortaleza",220,143,E
"Figueirense","Goiás",325,344,D
"Paraná","Corinthians",309,358,E
"Paysandu","Guarani",180,143,V
"PontePreta","Flamengo",245,321,E
"Vasco","AtléticoPR",309,345,V
"AtléticoPR","Paraná",345,309,V
"Criciúma","SãoCaetano",110,287,D
"Cruzeiro","SãoPaulo",375,431,E
"Fortaleza","Fluminense",143,340,V
"Goiás","Vasco",344,309,V
"Juventude","PontePreta",308,245,E
"Santos","AtléticoMG",415,267,E
"Vitória","Paysandu",141,180,E
"Corinthians","Figueirense",358,325,D
"Flamengo","Bahia",321,76,V
"Guarani","Grêmio",143,265,V
"Internacional","Coritiba",371,220,V
"Fluminense","Criciúma",340,110,E
"Paraná","Santos",309,415,D
"SãoCaetano","Cruzeiro",287,375,V
"SãoPaulo","Juventude",431,308,V
"AtléticoMG","Corinthians",267,358,D
"Bahia","Fortaleza",76,143,V
"Coritiba","Flamengo",220,321,V
"Figueirense","Vitória",325,141,D
"Grêmio","AtléticoPR",265,345,E
"Paysandu","Goiás",180,344,E
"PontePreta","Internacional",245,371,D
"Vasco","Guarani",309,143,E
"AtléticoMG","AtléticoPR",267,345,D
"Bahia","Internacional",76,371,D
"Coritiba","Juventude",220,308,V
"Figueirense","Santos",325,415,V
"SãoPaulo","Criciúma",431,110,E
"Vasco","Vitória",309,141,V
"Fluminense","Flamengo",340,321,D
"Grêmio","Goiás",265,344,D
"Paraná","Guarani",309,143,E
"Paysandu","Corinthians",180,358,E
"PontePreta","Cruzeiro",245,375,D
"SãoCaetano","Fortaleza",287,143,V
"AtléticoPR","Figueirense",345,325,D
"Corinthians","Vasco",358,309,E
"Cruzeiro","Coritiba",375,220,E
"Flamengo","SãoCaetano",321,287,V
"Fortaleza","SãoPaulo",143,431,D
"Goiás","Paraná",344,309,V
"Juventude","Bahia",308,76,V
"Santos","Paysandu",415,180,V
"Vitória","Grêmio",141,265,V
"Guarani","AtléticoMG",143,267,E
"Criciúma","PontePreta",110,245,V
"Internacional","Fluminense",371,340,D
"AtléticoPR","Fortaleza",345,143,V
"Goiás","Cruzeiro",344,375,V
"Grêmio","SãoCaetano",265,287,E
"Santos","Flamengo",415,321,V
"AtléticoMG","Bahia",267,76,V
"Corinthians","Internacional",358,371,V
"Figueirense","Coritiba",325,220,D
"Guarani","Criciúma",143,110,V
"Paraná","Fluminense",309,340,V
"Paysandu","PontePreta",180,245,V
"Vasco","SãoPaulo",309,431,V
"Vitória","Juventude",141,308,V
"Cruzeiro","Guarani",375,143,V
"Fluminense","Grêmio",340,265,V
