time1,time2,rk1,rk2,result
"Fortaleza","Santos",143,415,E
"Internacional","Vitória",371,141,D
"SãoPaulo","Paysandu",431,180,V
"Bahia","Paraná",76,309,V
"Coritiba","AtléticoMG",220,267,E
"Criciúma","AtléticoPR",110,345,V
"Flamengo","Corinthians",321,358,V
"Juventude","Goiás",308,344,D
"PontePreta","Figueirense",245,325,E
"SãoCaetano","Vasco",287,309,V
"AtléticoPR","Cruzeiro",345,375,D
"Corinthians","Fortaleza",358,143,V
"Grêmio","Bahia",265,76,E
"Santos","Criciúma",415,110,V
"AtléticoMG","PontePreta",267,245,V
"Figueirense","SãoPaulo",325,431,E
"Goiás","Internacional",344,371,V
"Guarani","Juventude",143,308,V
"Paraná","Coritiba",309,220,D
"Paysandu","SãoCaetano",180,287,V
"Vasco","Fluminense",309,340,V
"Vitória","Flamengo",141,321,V
"Coritiba","Grêmio",220,265,V
"Cruzeiro","Santos",375,415,V
"PontePreta","Paraná",245,309,V
"Fluminense","Paysandu",340,180,E
"Internacional","Guarani",371,143,V
"Bahia","Vasco",76,309,V
"Criciúma","Corinthians",110,358,V
"Flamengo","Goiás",321,344,E
"Fortaleza","Vitória",143,141,V
"Juventude","AtléticoPR",308,345,V
"SãoCaetano","Figueirense",287,325,D
"SãoPaulo","AtléticoMG",431,267,E
"Goiás","Fortaleza",344,143,D
"Paysandu","Bahia",180,76,V
"Vitória","Criciúma",141,110,E
"Grêmio","PontePreta",265,245,E
"AtléticoPR","Internacional",345,371,V
"Santos","Juventude",415,308,E
"Guarani","Flamengo",143,321,V
"Paraná","SãoPaulo",309,431,V
"Corinthians","Cruzeiro",358,375,D
"AtléticoMG","SãoCaetano",267,287,V
"Figueirense","Fluminense",325,340,E
"Vasco","Coritiba",309,220,V
"Flamengo","AtléticoPR",321,345,V
"Internacional","Santos",371,415,V
"SãoPaulo","Grêmio",431,265,V
"Bahia","Figueirense",76,325,E
"Coritiba","Paysandu",220,180,V
"Criciúma","Goiás",110,344,V
"Cruzeiro","Vitória",375,141,V
"Fluminense","AtléticoMG",340,267,D
"Fortaleza","Guarani",143,143,V
"Juventude","Corinthians",308,358,V
"PontePreta","Vasco",245,309,E
"SãoCaetano","Paraná",287,309,V
"AtléticoPR","Fluminense",345,340,E
"Paysandu","Internacional",180,371,E
"Grêmio","Figueirense",265,325,V
"SãoCaetano","PontePreta",287,245,V
"SãoPaulo","Santos",431,415,D
"Vitória","Corinthians",141,358,D
"Flamengo","Paraná",321,309,D
"Goiás","Bahia",344,76,V
"AtléticoMG","Vasco",267,309,V
"Juventude","Fortaleza",308,143,E
"Criciúma","Cruzeiro",110,375,D
"Guarani","Coritiba",143,220,V
"Cruzeiro","Flamengo",375,321,V
"Coritiba","Goiás",220,344,V
"Bahia","SãoPaulo",76,431,V
"Santos","Guarani",415,143,E
"PontePreta","AtléticoPR",245,345,E
"Fortaleza","Grêmio",143,265,E
"Vasco","Juventude",309,308,E
"Corinthians","SãoCaetano",358,287,D
"Fluminense","Vitória",340,141,V
"Paraná","Paysandu",309,180,V
"Figueirense","AtléticoMG",325,267,D
"Internacional","Criciúma",371,110,V
"SãoCaetano","Santos",287,415,E
"AtléticoPR","Coritiba",345,220,V
"Guarani","PontePreta",143,245,D
"Vitória","Bahia",141,76,V
"Flamengo","Vasco",321,309,V
"Goiás","Fluminense",344,340,V
"SãoPaulo","Corinthians",431,358,V
"AtléticoMG","Cruzeiro",267,375,D
"Internacional","Grêmio",371,265,D
"Juventude","Paraná",308,309,E
"Figueirense","Criciúma",325,110,V
"Paysandu","Fortaleza",180,143,V
"Coritiba","Bahia",220,76,V
"Grêmio","AtléticoMG",265,267,E
"Flamengo","Paysandu",321,180,V
"Goiás","SãoPaulo",344,431,V
"Guarani","Fluminense",143,340,V
"Corinthians","PontePreta",358,245,V
"Santos","AtléticoPR",415,345,V
"Paraná","Internacional",309,371,V
"Criciúma","Vasco",110,309,V
"Fortaleza","Figueirense",143,325,E
"Vitória","SãoCaetano",141,287,E
"Cruzeiro","Juventude",375,308,D
"SãoCaetano","Coritiba",287,220,V
"Figueirense","Flamengo",325,321,E
"Fluminense","Corinthians",340,358,V
"PontePreta","Goiás",245,344,D
"Bahia","Santos",76,415,D
"AtléticoPR","Vitória",345,141,D
"Internacional","Cruzeiro",371,375,V
"Paysandu","Criciúma",180,110,V
"AtléticoMG","Paraná",267,309,E
"Juventude","Grêmio",308,265,D
"Vasco","Fortaleza",309,143,E
"SãoPaulo","Guarani",431,143,E
"Bahia","Fluminense",76,340,E
"Cruzeiro","Figueirense",375,325,V
"Coritiba","Santos",220,415,D
"PontePreta","Vitória",245,141,E
"Paysandu","AtléticoMG",180,267,V
"Paraná","Vasco",309,309,E
"Flamengo","Grêmio",321,265,V
"Corinthians","AtléticoPR",358,345,D
"SãoCaetano","SãoPaulo",287,431,D
"Criciúma","Fortaleza",110,143,E
"Internacional","Juventude",371,308,E
"Goiás","Guarani",344,143,V
"Guarani","Bahia",143,76,V
"AtléticoPR","SãoCaetano",345,287,V
"Grêmio","Paraná",265,309,D
"Fluminense","PontePreta",340,245,E
"AtléticoMG","Criciúma",267,110,E
"SãoPaulo","Coritiba",431,220,V
"Fortaleza","Cruzeiro",143,375,D
"Vasco","Internacional",309,371,D
"Figueirense","Paysandu",325,180,V
"Vitória","Goiás",141,344,D
"Santos","Corinthians",415,358,V
"Juventude","Flamengo",308,321,E
"Paysandu","Vasco",180,309,D
"Juventude","Criciúma",308,110,V
"SãoPaulo","Fluminense",431,340,V
"Coritiba","Corinthians",220,358,V
"Santos","Vitória",415,141,V
"Cruzeiro","Grêmio",375,265,V
"Internacional","Fortaleza",371,143,E
"Paraná","Figueirense",309,325,E
"Guarani","SãoCaetano",143,287,D
"Bahia","PontePreta",76,245,V
"Goiás","AtléticoPR",344,345,V
"Flamengo","AtléticoMG",321,267,V
"Fluminense","Coritiba",340,220,V
"Criciúma","Paraná",110,309,D
"Grêmio","Paysandu",265,180,V
"PontePreta","Santos",245,415,D
"Vitória","Guarani",141,143,E
"Figueirense","Juventude",325,308,V
"Fortaleza","Flamengo",143,321,V
"Vasco","Cruzeiro",309,375,D
"Corinthians","Goiás",358,344,V
"AtléticoPR","SãoPaulo",345,431,V
"AtléticoMG","Internacional",267,371,D
"SãoCaetano","Bahia",287,76,V
"AtléticoMG","Fortaleza",267,143,V
"Coritiba","PontePreta",220,245,E
"Figueirense","Internacional",325,371,V
"Flamengo","Criciúma",321,110,V
"Grêmio","Vasco",265,309,V
"Santos","Fluminense",415,340,V
"SãoPaulo","Vitória",431,141,V
"Paraná","Cruzeiro",309,375,D
"SãoCaetano","Goiás",287,344,V
"Guarani","Corinthians",143,358,D
"Paysandu","Juventude",180,308,V
"Bahia","AtléticoPR",76,345,D
"Vasco","Figueirense",309,325,V
"Juventude","AtléticoMG",308,267,V
"Fluminense","SãoCaetano",340,287,V
"Internacional","Flamengo",371,321,V
"AtléticoPR","Guarani",345,143,V
"Cruzeiro","Paysandu",375,180,V
"Corinthians","Bahia",358,76,D
"Goiás","Santos",344,415,V
"PontePreta","SãoPaulo",245,431,D
"Fortaleza","Paraná",143,309,V
"Vitória","Coritiba",141,220,V
"Criciúma","Grêmio",110,265,D
"Vitória","AtléticoMG",141,267,D
"AtléticoPR","Vasco",345,309,E
"Goiás","Figueirense",344,325,D
"Corinthians","Paraná",358,309,E
"Cruzeiro","Fluminense",375,340,V
"Guarani","Paysandu",143,180,V
"Fortaleza","Coritiba",143,220,E
"Internacional","SãoPaulo",371,431,E
"Flamengo","PontePreta",321,245,E
"Criciúma","Bahia",110,76,V
"Santos","Grêmio",415,265,E
"Juventude","SãoCaetano",308,287,V
"AtléticoMG","Goiás",267,344,V
"Paraná","Vitória",309,141,V
"SãoCaetano","Internacional",287,371,V
"Coritiba","Criciúma",220,110,V
"Figueirense","Guarani",325,143,V
"SãoPaulo","Flamengo",431,321,D
"Vasco","Santos",309,415,E
"Fluminense","Juventude",340,308,V
"Grêmio","Corinthians",265,358,V
"Paysandu","AtléticoPR",180,345,E
"PontePreta","Fortaleza",245,143,V
"Bahia","Cruzeiro",76,375,D
"Botafogo","Goiás",219,344,D
"Figueirense","Internacional",325,371,V
"SãoCaetano","Vitória",287,141,V
"Cruzeiro","Juventude",375,308,V
"Palmeiras","AtléticoMG",278,267,E
"Grêmio","Flamengo",265,321,E
"PontePreta","Corinthians",245,358,V
"Paraná","Santos",309,415,V
"Coritiba","Guarani",220,143,V
"Vasco","Criciúma",309,110,D
"Paysandu","Fluminense",180,340,E
"SãoPaulo","AtléticoPR",431,345,V
"Flamengo","PontePreta",321,245,E
"Goiás","Cruzeiro",344,375,E
"Juventude","Grêmio",308,265,E
"Internacional","Palmeiras",371,278,V
"AtléticoMG","Vasco",267,309,E
"Fluminense","Coritiba",340,220,E
"Corinthians","Paysandu",358,180,V
"Guarani","SãoCaetano",143,287,E
"AtléticoPR","Figueirense",345,325,D
"Vitória","Paraná",141,309,V
"Criciúma","SãoPaulo",110,431,E
"Santos","Botafogo",415,219,V
"Botafogo","AtléticoMG",219,267,E
"Coritiba","Internacional",220,371,E
"Cruzeiro","Criciúma",375,110,E
"Paysandu","AtléticoPR",180,345,D
"PontePreta","Goiás",245,344,V
"Figueirense","Santos",325,415,V
"Grêmio","Corinthians",265,358,V
"SãoPaulo","Fluminense",431,340,V
"Vasco","Guarani",309,143,D
"Paraná","Flamengo",309,321,V
"Palmeiras","Vitória",278,141,E
"AtléticoMG","PontePreta",267,245,D
"Criciúma","Botafogo",110,219,V
"Goiás","Grêmio",344,265,V
"Internacional","Paysandu",371,180,V
"AtléticoPR","Coritiba",345,220,E
"Corinthians","Palmeiras",358,278,D
"Flamengo","SãoCaetano",321,287,E
"Fluminense","Vasco",340,309,V
"Guarani","SãoPaulo",143,431,D
"Juventude","Paraná",308,309,V
"Santos","Cruzeiro",415,375,D
"Vitória","Figueirense",141,325,V
"Guarani","AtléticoPR",143,345,E
"Palmeiras","PontePreta",278,245,V
"Paraná","Cruzeiro",309,375,V
"Vasco","Grêmio",309,265,E
"Santos","Juventude",415,308,V
"SãoCaetano","Criciúma",287,110,V
"AtléticoMG","Corinthians",267,358,E
"Botafogo","Paysandu",219,180,E
"Coritiba","SãoPaulo",220,431,D
"Goiás","Figueirense",344,325,V
"Internacional","Fluminense",371,340,E
"Vitória","Flamengo",141,321,V
"AtléticoPR","Santos",345,415,V
"Paysandu","Vasco",180,309,D
"Corinthians","Guarani",358,143,V
"Fluminense","Vitória",340,141,V
"Criciúma","Goiás",110,344,V
"Cruzeiro","Palmeiras",375,278,V
"Figueirense","SãoCaetano",325,287,V
"Flamengo","Internacional",321,371,D
"Grêmio","Botafogo",265,219,E
"Juventude","AtléticoMG",308,267,E
"PontePreta","Coritiba",245,220,E
"SãoPaulo","Paraná",431,309,E
"Botafogo","Figueirense",219,325,E
"Coritiba","AtléticoMG",220,267,D
"Internacional","Goiás",371,344,V
"Paysandu","Grêmio",180,265,D
"Corinthians","AtléticoPR",358,345,D
"Criciúma","Vitória",110,141,V
"Cruzeiro","SãoPaulo",375,431,V
"Flamengo","Fluminense",321,340,D
"Juventude","Guarani",308,143,V
"Paraná","PontePreta",309,245,D
"Santos","Palmeiras",415,278,D
"SãoCaetano","Vasco",287,309,V
"Fluminense","Criciúma",340,110,E
"Palmeiras","Coritiba",278,220,V
"PontePreta","Juventude",245,308,D
"Vitória","Internacional",141,371,V
"Figueirense","Paysandu",325,180,E
"AtléticoMG","Santos",267,415,E
"AtléticoPR","Cruzeiro",345,375,V
"Goiás","Flamengo",344,321,E
"Grêmio","SãoCaetano",265,287,D
"Guarani","Paraná",143,309,V
"SãoPaulo","Corinthians",431,358,E
"Vasco","Botafogo",309,219,V
"Fluminense","Guarani",340,143,E
"Internacional","AtléticoMG",371,267,V
"Paraná","Botafogo",309,219,E
"SãoPaulo","Grêmio",431,265,V
"Coritiba","SãoCaetano",220,287,V
"Criciúma","Juventude",110,308,V
"Cruzeiro","Paysandu",375,180,V
"Flamengo","AtléticoPR",321,345,V
"Goiás","Corinthians",344,358,E
"Palmeiras","Vasco",278,309,E
"PontePreta","Figueirense",245,325,D
"Vitória","Santos",141,415,D
"AtléticoPR","Vitória",345,141,D
"Figueirense","Cruzeiro",325,375,E
"Grêmio","Coritiba",265,220,E
"Vasco","Paraná",309,309,E
"AtléticoMG","Fluminense",267,340,V
"Botafogo","PontePreta",219,245,D
"Corinthians","Flamengo",358,321,E
"Guarani","Criciúma",143,110,V
"Juventude","Goiás",308,344,E
"Paysandu","SãoPaulo",180,431,V
"Santos","Internacional",415,371,V
"SãoCaetano","Palmeiras",287,278,E
"SãoCaetano","Juventude",287,308,V
"Santos","Guarani",415,143,V
"Coritiba","Paraná",220,309,E
"Criciúma","Grêmio",110,265,D
"Flamengo","Figueirense",321,325,D
"AtléticoMG","AtléticoPR",267,345,D
"Botafogo","Fluminense",219,340,E
"Goiás","SãoCaetano",344,287,V
"Internacional","Vasco",371,309,D
"Juventude","Corinthians",308,358,V
"Palmeiras","SãoPaulo",278,431,V
"Paysandu","Vitória",180,141,V
"PontePreta","Cruzeiro",245,375,V
"AtléticoPR","Juventude",345,308,V
"Figueirense","Vasco",325,309,E
"Fluminense","Grêmio",340,265,V
"Guarani","AtléticoMG",143,267,E
"Internacional","Criciúma",371,110,V
"SãoPaulo","PontePreta",431,245,V
"Vitória","Goiás",141,344,E
"Corinthians","Santos",358,415,D
"Cruzeiro","Coritiba",375,220,D
"Flamengo","Paysandu",321,180,V
"Paraná","Palmeiras",309,278,D
"SãoCaetano","Botafogo",287,219,D
"Goiás","Fluminense",344,340,V
"Grêmio","Figueirense",265,325,E
"SãoPaulo","AtléticoMG",431,267,V
"Vasco","Vitória",309,141,V
"Botafogo","Internacional",219,371,V
"Coritiba","Corinthians",220,358,D
"Criciúma","Flamengo",110,321,E
"Cruzeiro","Guarani",375,143,V
"Palmeiras","Juventude",278,308,V
"Paraná","AtléticoPR",309,345,V
"Paysandu","SãoCaetano",180,287,E
"PontePreta","Santos",245,415,D
"AtléticoMG","Cruzeiro",267,375,V
"AtléticoPR","Palmeiras",345,278,E
"Corinthians","Paraná",358,309,V
"Figueirense","Criciúma",325,110,V
"Flamengo","Vasco",321,309,D
"Fluminense","SãoCaetano",340,287,V
"Goiás","Paysandu",344,180,V
"Internacional","Grêmio",371,265,V
"Juventude","Coritiba",308,220,V
"PontePreta","Guarani",245,143,V
"Santos","SãoPaulo",415,431,V
"Vitória","Botafogo",141,219,V
"AtléticoMG","Vitória",267,141,E
"AtléticoPR","Goiás",345,344,V
"Botafogo","Palmeiras",219,278,E
"Corinthians","Criciúma",358,110,V
"Figueirense","Paraná",325,309,E
"Grêmio","Cruzeiro",265,375,D
"Guarani","Internacional",143,371,V
"Juventude","Fluminense",308,340,V
"Paysandu","PontePreta",180,245,V
"Santos","Flamengo",415,321,V
"SãoCaetano","SãoPaulo",287,431,E
"Vasco","Coritiba",309,220,D
"Coritiba","Paysandu",220,180,E
"Criciúma","AtléticoMG",110,267,V
"Cruzeiro","Botafogo",375,219,V
"Flamengo","Juventude",321,308,D
"Fluminense","Santos",340,415,V
"Goiás","Guarani",344,143,V
"Internacional","AtléticoPR",371,345,V
"Palmeiras","Grêmio",278,265,V
"Paraná","SãoCaetano",309,287,D
"PontePreta","Vasco",245,309,V
"SãoPaulo","Figueirense",431,325,V
"Vitória","Corinthians",141,358,E
"Paysandu","Palmeiras",180,278,V
"AtléticoMG","Goiás",267,344,D
"Guarani","Flamengo",143,321,D
"Grêmio","Paraná",265,309,V
"Vasco","Cruzeiro",309,375,V
"Corinthians","Internacional",358,371,E
"Figueirense","Coritiba",325,220,E
"SãoCaetano","PontePreta",287,245,D
"Juventude","Vitória",308,141,V
"Santos","Criciúma",415,110,V
"AtléticoPR","Fluminense",345,340,V
"Botafogo","SãoPaulo",219,431,V
"Coritiba","Botafogo",220,219,V
"Criciúma","AtléticoPR",110,345,V
"Cruzeiro","SãoCaetano",375,287,D
"Flamengo","AtléticoMG",321,267,E
"Fluminense","Corinthians",340,358,V
"Goiás","Santos",344,415,E
"Internacional","Juventude",371,308,D
"Palmeiras","Figueirense",278,325,E
"Paraná","Paysandu",309,180,V
"PontePreta","Grêmio",245,265,V
"SãoPaulo","Vasco",431,309,V
"Vitória","Guarani",141,143,V
"AtléticoPR","PontePreta",345,245,V
"Botafogo","Flamengo",219,321,E
"Corinthians","Cruzeiro",358,375,V
"Figueirense","Fluminense",325,340,V
"Grêmio","Vitória",265,141,V
"Guarani","Palmeiras",143,278,V
"Juventude","SãoPaulo",308,431,D
"Paysandu","Criciúma",180,110,E
"AtléticoMG","Paraná",267,309,V
"Santos","Coritiba",415,220,V
"SãoCaetano","Internacional",287,371,V
"Vasco","Goiás",309,344,V
"AtléticoPR","Grêmio",345,265,E
"Fluminense","Cruzeiro",340,375,E
"AtléticoMG","Figueirense",267,325,V
"Corinthians","SãoCaetano",358,287,V
"Criciúma","PontePreta",110,245,V
"Flamengo","Palmeiras",321,278,D
"Goiás","Paraná",344,309,V
"Guarani","Botafogo",143,219,D
"Internacional","SãoPaulo",371,431,E
"Juventude","Vasco",308,309,E
"Santos","Paysandu",415,180,V
"Vitória","Coritiba",141,220,E
"Coritiba","Flamengo",220,321,V
"Figueirense","Guarani",325,143,E
"Grêmio","Santos",265,415,V
"Palmeiras","Goiás",278,344,D
"Paraná","Criciúma",309,110,D
"Paysandu","AtléticoMG",180,267,V
"PontePreta","Fluminense",245,340,V
"SãoCaetano","AtléticoPR",287,345,D
"Vasco","Corinthians",309,358,D
"Botafogo","Juventude",219,308,D
"Cruzeiro","Internacional",375,371,V
"SãoPaulo","Vitória",431,141,V
"AtléticoMG","Grêmio",267,265,V
"Fluminense","Paraná",340,309,V
"Goiás","Coritiba",344,220,D
"Santos","SãoCaetano",415,287,D
"AtléticoPR","Vasco",345,309,V
"Corinthians","Botafogo",358,219,E
"Criciúma","Palmeiras",110,278,D
"Flamengo","SãoPaulo",321,431,V
"Guarani","Paysandu",143,180,E
"Internacional","PontePreta",371,245,D
"Juventude","Figueirense",308,325,E
"Vitória","Cruzeiro",141,375,V
"Cruzeiro","Flamengo",375,321,V
"Figueirense","Corinthians",325,358,D
"Grêmio","Guarani",265,143,E
"Paraná","Internacional",309,371,D
"Paysandu","Juventude",180,308,D
"PontePreta","Vitória",245,141,V
"SãoPaulo","Goiás",431,344,V
"Vasco","Santos",309,415,D
"Botafogo","AtléticoPR",219,345,E
"Coritiba","Criciúma",220,110,V
"Palmeiras","Fluminense",278,340,V
"SãoCaetano","AtléticoMG",287,267,E
"Corinthians","PontePreta",358,245,V
"Flamengo","Grêmio",321,265,V
"Internacional","Figueirense",371,325,V
"Juventude","Cruzeiro",308,375,V
"AtléticoMG","Palmeiras",267,278,D
"AtléticoPR","SãoPaulo",345,431,V
"Criciúma","Vasco",110,309,V
"Fluminense","Paysandu",340,180,E
"Goiás","Botafogo",344,219,V
"Guarani","Coritiba",143,220,E
"Santos","Paraná",415,309,V
"Vitória","SãoCaetano",141,287,D
"Botafogo","Santos",219,415,V
"Cruzeiro","Goiás",375,344,D
"Figueirense","AtléticoPR",325,345,E
"Grêmio","Juventude",265,308,D
"Palmeiras","Internacional",278,371,V
"Paraná","Vitória",309,141,V
"Paysandu","Corinthians",180,358,V
"PontePreta","Flamengo",245,321,V
"SãoCaetano","Guarani",287,143,V
"Coritiba","Fluminense",220,340,V
"SãoPaulo","Criciúma",431,110,V
"Vasco","AtléticoMG",309,267,V
"Corinthians","Grêmio",358,265,E
"Flamengo","Paraná",321,309,V
"Santos","Figueirense",415,325,V
"AtléticoMG","Botafogo",267,219,E
"AtléticoPR","Paysandu",345,180,V
"Criciúma","Cruzeiro",110,375,D
"Fluminense","SãoPaulo",340,431,V
"Goiás","PontePreta",344,245,V
"Guarani","Vasco",143,309,E
"Internacional","Coritiba",371,220,E
"Juventude","SãoCaetano",308,287,E
"Vitória","Palmeiras",141,278,E
"Botafogo","Criciúma",219,110,E
"Grêmio","Goiás",265,344,E
"Paraná","Juventude",309,308,D
"Paysandu","Internacional",180,371,V
"SãoPaulo","Guarani",431,143,E
"Coritiba","AtléticoPR",220,345,D
"Cruzeiro","Santos",375,415,E
"Figueirense","Vitória",325,141,V
"Palmeiras","Corinthians",278,358,D
"PontePreta","AtléticoMG",245,267,E
"SãoCaetano","Flamengo",287,321,D
"Vasco","Fluminense",309,340,E
"Criciúma","SãoCaetano",110,287,D
"Figueirense","Goiás",325,344,V
"Fluminense","Internacional",340,371,V
"Juventude","Santos",308,415,D
"PontePreta","Palmeiras",245,278,E
"SãoPaulo","Coritiba",431,220,D
"Corinthians","AtléticoMG",358,267,V
"Cruzeiro","Paraná",375,309,D
"Paysandu","Botafogo",180,219,V
"Grêmio","Vasco",265,309,D
"AtléticoPR","Guarani",345,143,V
"Flamengo","Vitória",321,141,V
"Palmeiras","Cruzeiro",278,375,D
"Vasco","Paysandu",309,180,D
"AtléticoMG","Juventude",267,308,E
"Goiás","Criciúma",344,110,V
"Guarani","Corinthians",143,358,D
"Internacional","Flamengo",371,321,E
"Paraná","SãoPaulo",309,431,D
"Santos","AtléticoPR",415,345,E
"SãoCaetano","Figueirense",287,325,V
"Botafogo","Grêmio",219,265,V
"Coritiba","PontePreta",220,245,V
"Vitória","Fluminense",141,340,D
"Goiás","Internacional",344,371,V
"Guarani","Juventude",143,308,V
"SãoPaulo","Cruzeiro",431,375,E
"Vasco","SãoCaetano",309,287,D
"AtléticoMG","Coritiba",267,220,V
"AtléticoPR","Corinthians",345,358,V
"Figueirense","Botafogo",325,219,V
"Fluminense","Flamengo",340,321,V
"Grêmio","Paysandu",265,180,E
"Palmeiras","Santos",278,415,D
"PontePreta","Paraná",245,309,D
"Vitória","Criciúma",141,110,V
"Criciúma","Fluminense",110,340,D
"Paraná","Guarani",309,143,E
"Santos","AtléticoMG",415,267,V
"SãoCaetano","Grêmio",287,265,V
"Botafogo","Vasco",219,309,E
"Corinthians","SãoPaulo",358,431,E
"Coritiba","Palmeiras",220,278,E
"Cruzeiro","AtléticoPR",375,345,D
"Flamengo","Goiás",321,344,V
"Internacional","Vitória",371,141,V
"Juventude","PontePreta",308,245,D
"Paysandu","Figueirense",180,325,V
"Figueirense","PontePreta",325,245,D
"AtléticoMG","Internacional",267,371,E
"Grêmio","SãoPaulo",265,431,V
"Guarani","Fluminense",143,340,E
"Paysandu","Cruzeiro",180,375,V
"SãoCaetano","Coritiba",287,220,V
"AtléticoPR","Flamengo",345,321,V
"Botafogo","Paraná",219,309,V
"Corinthians","Goiás",358,344,V
"Juventude","Criciúma",308,110,V
"Santos","Vitória",415,141,V
"Vasco","Palmeiras",309,278,D
"Coritiba","Grêmio",220,265,V
"Cruzeiro","Figueirense",375,325,E
"Fluminense","AtléticoMG",340,267,E
"SãoPaulo","Paysandu",431,180,V
"Criciúma","Guarani",110,143,E
"Flamengo","Corinthians",321,358,E
"Goiás","Juventude",344,308,D
"Internacional","Santos",371,415,V
"Palmeiras","SãoCaetano",278,287,V
"Paraná","Vasco",309,309,V
"PontePreta","Botafogo",245,219,E
"Vitória","AtléticoPR",141,345,D
"AtléticoPR","AtléticoMG",345,267,V
"Corinthians","Juventude",358,308,D
"Cruzeiro","PontePreta",375,245,V
"Figueirense","Flamengo",325,321,V
"Fluminense","Botafogo",340,219,D
"Grêmio","Criciúma",265,110,V
"Guarani","Santos",143,415,D
"Paraná","Coritiba",309,220,V
"SãoCaetano","Goiás",287,344,V
"SãoPaulo","Palmeiras",431,278,V
"Vasco","Internacional",309,371,V
"Vitória","Paysandu",141,180,V
"Coritiba","Cruzeiro",220,375,E
"Criciúma","Internacional",110,371,V
"Goiás","Vitória",344,141,V
"Grêmio","Fluminense",265,340,D
"PontePreta","SãoPaulo",245,431,D
"Santos","Corinthians",415,358,E
"Vasco","Figueirense",309,325,V
"AtléticoMG","Guarani",267,143,V
"Botafogo","SãoCaetano",219,287,E
"Juventude","AtléticoPR",308,345,E
"Palmeiras","Paraná",278,309,E
"Paysandu","Flamengo",180,321,E
"Corinthians","Coritiba",358,220,E
"Figueirense","Grêmio",325,265,V
"Vitória","Vasco",141,309,V
"Santos","PontePreta",415,245,V
"Fluminense","Goiás",340,344,D
"AtléticoMG","SãoPaulo",267,431,D
"AtléticoPR","Paraná",345,309,E
"Flamengo","Criciúma",321,110,V
"Guarani","Cruzeiro",143,375,V
"Internacional","Botafogo",371,219,V
"Juventude","Palmeiras",308,278,D
"SãoCaetano","Paysandu",287,180,V
"Botafogo","Vitória",219,141,E
"Coritiba","Juventude",220,308,D
"Cruzeiro","AtléticoMG",375,267,D
"Grêmio","Internacional",265,371,D
"Palmeiras","AtléticoPR",278,345,V
"Paysandu","Goiás",180,344,V
"Criciúma","Figueirense",110,325,V
"Guarani","PontePreta",143,245,E
"Paraná","Corinthians",309,358,D
"SãoCaetano","Fluminense",287,340,V
"SãoPaulo","Santos",431,415,V
"Vasco","Flamengo",309,321,V
"Cruzeiro","Grêmio",375,265,V
"Goiás","AtléticoPR",344,345,V
"Palmeiras","Botafogo",278,219,V
"Vitória","AtléticoMG",141,267,V
"Coritiba","Vasco",220,309,D
"Criciúma","Corinthians",110,358,E
"Flamengo","Santos",321,415,E
"Fluminense","Juventude",340,308,V
"Internacional","Guarani",371,143,D
"Paraná","Figueirense",309,325,V
"PontePreta","Paysandu",245,180,V
"AtléticoMG","Criciúma",267,110,E
